time,open,high,low,close,ask_size,bid_size
2025-06-26 22:05:00,107183.3,107183.3,107128.3,107170.5,2.804054,2.115159
2025-06-26 22:06:00,107169.4,107169.4,107126.1,107133.6,2.714028,3.169861
2025-06-26 22:07:00,107133.7,107145.0,107087.0,107116.3,2.808788,3.660812
2025-06-26 22:08:00,107116.4,107129.4,107112.6,107118.7,0.950536,2.490075
2025-06-26 22:09:00,107118.8,107142.2,107058.0,107142.1,2.912558,3.707565
2025-06-26 22:10:00,107142.2,107145.6,107107.0,107111.1,2.408097,0.874182
2025-06-26 22:11:00,107111.2,107112.7,107020.1,107022.8,3.414649,2.349071
2025-06-26 22:12:00,107024.2,107027.1,106991.4,107018.1,3.756017,5.016948
2025-06-26 22:13:00,107018.1,107036.5,106995.5,106998.8,3.86562,0.693944
2025-06-26 22:14:00,106998.8,107027.2,106998.8,107004.1,1.321163,1.582543
2025-06-26 22:15:00,107004.0,107032.7,106998.7,107016.0,1.699104,3.580826
2025-06-26 22:16:00,107016.0,107031.8,107015.9,107031.8,0.022669,1.160285
2025-06-26 22:17:00,107032.2,107040.3,106969.5,106969.5,2.923204,0.862159
2025-06-26 22:18:00,106969.5,107015.2,106955.9,107015.1,0.81413,3.973184
2025-06-26 22:19:00,107015.1,107039.2,107005.7,107013.0,3.131631,3.555729
2025-06-26 22:20:00,107013.1,107039.0,107013.0,107034.0,2.703772,0.952897
2025-06-26 22:21:00,107034.0,107034.0,107010.2,107010.2,2.011636,0.198544
2025-06-26 22:22:00,107010.2,107022.0,107010.2,107021.2,0.404864,0.695223
2025-06-26 22:23:00,107021.3,107087.2,107021.3,107087.2,2.67104,4.739884
2025-06-26 22:24:00,107087.7,107166.2,107085.6,107166.2,1.232513,2.150926
2025-06-26 22:25:00,107166.1,107204.1,107161.6,107190.3,3.193347,2.749241
2025-06-26 22:26:00,107190.3,107235.6,107170.6,107178.8,5.010368,2.456629
2025-06-26 22:27:00,107178.8,107183.2,107164.5,107183.1,1.314708,3.3284190000000002
2025-06-26 22:28:00,107183.1,107183.2,107176.7,107180.1,1.38472,0.21529600000000002
2025-06-26 22:29:00,107180.1,107180.2,107165.7,107165.8,0.9912070000000001,0.020388
2025-06-26 22:30:00,107165.8,107188.2,107155.8,107183.1,2.185003,1.770908
2025-06-26 22:31:00,107183.1,107216.2,107183.1,107188.0,1.071433,0.611774
2025-06-26 22:32:00,107188.0,107188.0,107147.8,107147.8,1.429957,0.007229
2025-06-26 22:33:00,107147.8,107147.8,107092.5,107092.5,1.6846,1.576096
2025-06-26 22:34:00,107092.4,107092.4,107044.7,107078.3,1.326163,3.045275
2025-06-26 22:35:00,107078.2,107096.2,107061.7,107061.7,2.239793,3.04998
2025-06-26 22:36:00,107061.8,107061.8,107022.3,107041.9,1.614065,1.294275
2025-06-26 22:37:00,107042.2,107075.8,107042.2,107067.8,0.988694,1.86459
2025-06-26 22:38:00,107067.7,107082.8,107067.7,107078.5,1.004719,1.278998
2025-06-26 22:39:00,107078.1,107092.7,107064.1,107089.5,1.853204,1.383439
2025-06-26 22:40:00,107088.0,107088.0,107057.0,107067.8,2.688043,1.270249
2025-06-26 22:41:00,107067.7,107067.8,107061.7,107061.7,0.873882,0.129939
2025-06-26 22:42:00,107061.7,107061.7,107029.8,107045.9,1.192816,1.945927
2025-06-26 22:43:00,107045.9,107057.5,107024.1,107024.2,2.540601,2.211131
2025-06-26 22:44:00,107024.1,107024.1,106945.1,106948.5,7.750897,3.047649
2025-06-26 22:45:00,106948.5,106998.8,106947.5,106998.8,0.591723,1.318275
2025-06-26 22:46:00,106998.8,107011.3,106965.0,106965.0,3.817564,0.811092
2025-06-26 22:47:00,106964.2,106974.8,106960.0,106969.7,0.947586,2.794119
2025-06-26 22:48:00,106969.6,106983.3,106969.6,106977.4,0.485245,0.865923
2025-06-26 22:49:00,106977.5,106989.2,106977.5,106989.1,0.019534,0.319169
2025-06-26 22:50:00,106989.1,107029.1,106982.1,107029.1,0.7944180000000001,2.412053
2025-06-26 22:51:00,107029.2,107094.7,107029.1,107075.1,3.302293,7.645373
2025-06-26 22:52:00,107075.1,107075.1,107037.1,107047.5,2.852805,0.910666
2025-06-26 22:53:00,107047.4,107047.4,107011.4,107011.4,1.149844,0.011759
2025-06-26 22:54:00,107011.3,107011.4,106956.7,106956.7,2.077566,1.40469
2025-06-26 22:55:00,106956.8,106992.9,106956.7,106992.8,0.204885,3.933847
2025-06-26 22:56:00,106992.8,107018.4,106992.7,107008.5,0.949393,0.32610100000000003
2025-06-26 22:57:00,107007.7,107013.0,107003.9,107003.9,0.604406,0.258954
2025-06-26 22:58:00,107004.0,107004.0,106955.8,106981.4,0.958407,2.413972
2025-06-26 22:59:00,106981.4,106981.4,106978.5,106978.6,0.586201,0.003321
